ID,企业名称
103,北京中新信通科技有限公司
104,北京奥通智能科技有限公司
105,国信司南（北京）地理信息技术有限公司
106,中建市政工程有限公司
107,北京康邦科技有限公司
108,北京阿拉丁未来科技有限责任公司
109,中节能绿碳生物科技有限公司
110,北京物灵智能科技有限公司
111,北京德塔精要信息技术有限公司
112,网利友联科技（北京）有限公司
113,北京福爱乐科技发展有限公司
114,北京亿海腾模型工业有限公司
115,北京维英技术发展有限公司
116,阿朋贷信息科技（北京）有限公司
117,北京智驾出行科技有限公司
118,北京史河科技有限公司
119,星云恒宇（北京）国际体育科技发展有限公司
120,北京视据风暴科技有限公司
121,鑫安利中（北京）科技有限公司
122,北京国悦纳净健康科技有限公司
123,北京中交睿达科技有限公司
124,北京历途科技有限公司
125,新比士康（北京）顾问有限公司
126,北京东宇宏达科技有限公司
127,北京久阳盛业环保设备有限公司
128,北京京鑫绿石干混砂浆有限公司
129,北京左江科技股份有限公司
130,北京博雅软通信息技术有限公司
131,北京水木华威磁化科技有限公司
132,碧克仑（北京）净水科技有限公司
133,北京创数纪信息技术有限责任公司
134,北京国士无双影视传媒有限公司
135,北京良品惠众科技有限公司
136,北京中水睿恒生态环境工程设计咨询有限公司
137,北京同天科技有限公司
138,北京西南物流中心有限公司
139,北京金星鸭业有限公司
140,北京德利迅达科技有限公司
141,北京幸运博迪科技有限公司
142,北京圣科佳电子有限责任公司
143,北京兴达奇热工控制设备有限公司
144,北京清烯科技有限公司
145,北京义翘神州科技有限公司
146,北京慧闻科技发展有限公司
147,北京中交紫光科技有限公司
148,北京赞意互动广告传媒有限公司
149,北京睦合达信息技术股份有限公司
150,新华世纪电子商务有限公司
151,北京国联众泰科技有限公司
152,北京智帆金科信息服务有限公司
153,北京科来数据分析有限公司
154,北京河马能量体育科技有限公司
155,北京社文科技有限公司
156,北京斯达森电气有限公司
157,中经网数据有限公司
158,北京信盈世纪科技有限责任公司
159,北京赛乐米克材料科技有限公司
160,北京华意龙达供热工程技术有限公司
161,北京知觉科技有限公司
162,北京赶趟出行科技有限公司
163,北京瑞云浩天科技有限公司
164,国创智能设备制造股份有限公司
165,北京中农绿源工程技术有限公司
166,北京宽客城科技咨询有限公司
167,北京吉海川科技发展有限公司
168,北京中水卓越认证有限公司
169,北京星震同源数字系统股份有限公司
170,北京平高清大科技发展有限公司
171,北京卡尔斯通科技有限公司
172,北京百奥利盟软件技术有限公司
173,佰斯康技术服务（北京）有限公司
174,北京致医健康信息技术有限公司
175,北京飞亚视科技发展有限公司
176,青花瓷软件（北京）有限公司
177,北京师大致远科技有限公司
178,驾驾（北京）科技有限责任公司
179,北京海量数据技术股份有限公司
180,北京蘑宿科技有限责任公司
181,北京无极慧通科技有限公司
182,北京会聚易捷信息技术有限公司
183,北京特一生物化工有限公司
184,北京至简墨奇科技有限公司
185,北京中昌工程咨询有限公司
186,北京海客瀛洲网络科技有限公司
187,北京普瑞斯玛电气技术有限公司
188,北京知道创宇信息技术有限公司
189,北京华源泰盟节能设备有限公司
190,北京先见科技有限公司
191,北京拉勾网络技术有限公司
192,宜创（北京）科技有限公司
193,金网络（北京）电子商务有限公司
194,北京鼎成肽源生物技术有限公司
195,北京永安信通科技股份有限公司
196,北京纳虚光影科技有限公司
197,北京正达信通科技有限公司
198,北京泰和乾门窗有限公司
199,北京阿纽山医药科技有限公司
200,北京神州天脉网络计算机有限公司
201,北京凯瑞英科技有限公司
202,北京萨奇科技发展有限公司
203,北京天天通食品有限公司
204,北京华友泽信科技有限公司
205,永和丽兴（北京）装饰工程有限公司
206,北京丰汇金信科技有限公司
207,北京爱数智慧科技有限公司
208,北京莱兹凯特通信技术有限公司
209,北京唯得科技有限公司
210,北京当意科技有限公司
211,北京琥珀纷钛科技有限公司
212,北京宏大京电电子技术有限公司
213,北京宾德科技有限责任公司
214,北京弘捷飞熊科技有限公司
215,北京中房研协技术服务有限公司
216,北京知道吧信息科技有限责任公司
217,北京和联四海生物科技有限公司
218,北京阳光友情工程技术有限公司
219,北京迪蒙斯巴克科技股份有限公司
220,北京东方联鸣科技发展有限公司
221,北京飞鲸信息技术有限公司
222,中幕工程检验检测有限责任公司
223,环球天成科技（北京）有限公司
224,北京海步医药科技股份有限公司
225,北京三态环境科技有限公司
226,北京中科涌泉科技发展有限公司
227,北京国能中林科技开发有限公司
228,北京爱神永生科技有限公司
229,中交路桥建设有限公司
230,北京智耐博科技有限公司
231,莱克斯科技（北京）有限公司
232,乔治送花（北京）电子商务有限公司
233,北京智识企业管理咨询有限公司
234,北京中科闻歌科技股份有限公司
235,北京恒泰丰惠科技有限公司
236,北京华明飞信息技术有限公司
237,北京市驰宇通信导航工程公司
238,曜立科技（北京）有限公司
239,北京云派网络科技有限公司
240,北京建海中建国际防水材料有限公司
241,北京百杨恒润科技有限公司
242,北京猴面包树科技有限公司
243,北京迈驰电气技术有限公司
244,北京软虹科技有限公司
245,北京北汽李尔汽车系统有限公司
246,北京新明星电子技术开发有限公司
247,北京泰普锐思科技有限公司
248,北京基云惠康科技有限公司
249,北京简道致远科技有限公司
250,北京明宇未来科技有限公司
251,北京华巍中兴电气有限公司
252,北京青檬艾柯科技有限公司
253,北京卡林新能源技术有限公司
254,北京华秉科技有限公司
255,华鼎鸿基石油工程技术（北京）有限公司
256,北京众诚方源制药有限公司
257,北京联创聚兴餐饮管理有限公司
258,博易智讯（北京）信息技术有限公司
259,北京网动互联信息技术有限公司
260,北京东方科达教育科技有限公司
261,北京亚和文化传播有限公司
262,迪思时代数据科技（北京）有限公司
263,北京蓝尊科技有限公司
264,北京恒安永通科技有限公司
265,北京科佳同创新能源科技有限公司
266,北京易融信达科技有限公司
267,北京首实教育科技有限公司
268,北京腾瑞明技术股份有限公司
269,北京毕升创艺科技有限公司
270,北京华盛森源技术有限公司
271,北京磁云唐泉金服科技有限公司
272,北京海研自动化科技有限公司
273,臻昊（北京）新能源科技有限公司
274,京弘达信息技术（北京）有限公司
275,京天元体育科技（北京）有限公司
276,北京爱普力思健康科技有限公司
277,钢研晟华科技股份有限公司
278,北京追梦科技有限公司
279,大成瑞驰（北京）国际物流有限公司
280,博涛同创（北京）建材科技有限公司
281,北京华厚能源科技有限公司
282,河钢国际科技（北京）有限公司
283,北京德宝豪特能源科技有限公司
284,北京紫禁城漆业有限公司
285,汇杰东方（北京）信息技术有限公司
286,北京对号科技有限责任公司
287,北京慧睿国际技术发展有限公司
288,北京中强创业科技集团有限公司
289,北京爱奥尼科技有限公司
290,科吉思石油技术咨询（北京）有限公司
291,东吴软件技术（北京）有限公司
292,北京高和华泰节能环保科技有限公司
293,北京互联易付科技有限公司
294,九安汇金数据科技有限公司
295,牟特科技（北京）有限公司
296,九度互联（北京）科技有限公司
297,北京机科易普软件技术有限公司
298,北京九州科创网络科技有限公司
299,北京共同语言科技有限公司
300,北京科华微电子材料有限公司
301,双翔（北京）广告传媒有限公司
302,北京鸿科动力信息技术有限公司
303,北京惠每云科技有限公司
304,北京创客帝国科技有限责任公司
305,雷邦斯生物技术（北京）有限公司
306,赛尔新技术（北京）有限公司
307,北京银河雪生物科技开发有限公司
308,通号智慧城市研究设计院有限公司
309,九源（北京）国际建筑顾问有限公司
310,北京心有灵犀科技有限公司
311,北京悦己时代科技有限公司
312,北京华亿宏图节能环保工程有限公司
313,美物德品（北京）科技有限公司
314,北京招手理想科技有限公司
315,中机十院国际工程有限公司
316,北京物网科技有限公司
317,北京华正明天信息技术股份有限公司
318,北京中科泰安脉冲气压喷射技术有限公司
319,墅汇科技（北京）有限公司
320,北京标软信息技术有限公司
321,北京云动脉健康管理有限公司
322,北京康维金桥科技有限公司
323,北京玉丰弘立空调设备有限公司
324,北京人人众包科技有限公司
325,北京帕克国际工程咨询股份有限公司
326,北京语慧天下文化艺术有限公司
327,北京万博智业信息技术有限公司
328,北京中科锐智电气有限公司
329,北京智享东方信息科技有限公司
330,北京因时机器人科技有限公司
331,北京雷铭智信科技有限公司
332,北京高铁三瑞电子技术有限公司
333,富士通研究开发中心有限公司
334,中生潜能（北京）石油科技有限公司
335,北京开云互动科技有限公司
336,奥拓思维（北京）软件股份有限公司
337,乐普药业（北京）有限责任公司
338,北京嘉华龙马科技有限公司
339,北京好欣晴移动医疗科技有限公司
340,泰戈特（北京）工程技术有限公司
341,微企纵横（北京）科技有限公司
342,北京必威安泰科技有限公司
343,北京健科云网科技有限公司
344,北京泰科先锋科技有限公司
345,兰德伟业科技集团有限公司
346,北京城市之光生态环境有限公司
347,超空科技（北京）有限公司
348,北京新光凯乐汽车冷成型件股份有限公司
349,茂华中北建设工程有限公司
350,天宇恒盾安防科技有限公司
351,北京盛拓优讯信息技术有限公司
352,北京中兵救援装备有限公司
353,北京华德恒业科技有限公司
354,东方浩星（北京）传媒科技有限公司
355,北京通博树软件开发有限公司
356,云城（北京）数据科技有限公司
357,北京东方同华科技股份有限公司
358,北京华智信科技发展有限公司
359,中科锐能（北京）科技有限公司
360,大公信用信息服务有限公司
361,北京银通先达信息技术有限公司
362,北京兆维电子（集团）有限责任公司
363,北京恒通睿智科技有限公司
364,北京创新久合成科技有限公司
365,北京中科金瀚科技有限公司
366,北京零壹畅想科技有限公司
367,北京亿森宝生物科技有限公司
368,国机智能技术研究院有限公司
369,宠爱堡数字（北京）网络科技有限公司
370,中益善源（北京）科技有限公司
371,北京湃生生物科技有限公司
372,华信永益（北京）信息技术有限公司
373,北京思享聚合科技有限公司
374,北京果壳生物科技有限公司
375,北京健帆医疗设备有限公司
376,北京龙创腾达科技有限公司
377,北京海田冀网络科技有限公司
378,北京葡萄藤信息技术有限公司
379,掘金企服（北京）科技有限公司
380,北京中海技创科技发展有限公司
381,北京智慧物联科技有限公司
382,北京誉佳文化传媒有限公司
383,国珍健康科技（北京）有限公司
384,北京新云医疗科技有限公司
385,北京易二零环境股份有限公司
386,北京艾普数智科技有限公司
387,北京启能光科电力有限责任公司
388,插坐科技（北京）有限公司
389,北京邢钢焊网科技发展有限责任公司
390,北京海恩特华盛药业有限公司
391,北京智中能源科技发展有限公司
392,北京山威瑞泰科技有限公司
393,中红普林（北京）医疗用品高新技术研究院有限公司
394,北京掌上非凡科技有限公司
395,青春工场（北京）咨询有限公司
396,北京溯安链科技有限公司
397,乐自（北京）科技有限公司
398,北京华远盛亚科技有限责任公司
399,北京华焱坤泰科技有限公司
400,北京中泰浩邈科技发展有限公司
401,北京新泰明体育文化发展有限公司
402,赛文（北京）教育科技有限公司
403,北京智能车联产业创新中心有限公司
404,北京互享科技股份有限公司
405,北京中科创新园技术股份有限公司
406,北京微科能创科技有限公司
407,北京悟波智联科技有限公司
408,北京汇程科技有限公司
409,知康科技（北京）有限公司
410,北京易轻软件有限公司
411,北京首钢冷轧薄板有限公司
412,智相健康科技（北京）有限公司
413,华质卓越生产力促进（北京）有限公司
414,众合发（北京）生物科技发展有限公司
415,北京戎马天成信息技术有限公司
416,紫梧桐（北京）资产管理有限公司
417,思百达物联网科技（北京）有限公司
418,中城永固科技发展（北京）有限公司
419,京师天启（北京）科技有限公司
420,北京华创智丰科技有限公司
421,北京安迪威尔科技有限公司
422,北京市坤泰恒通环保科技有限公司
423,北京管利伟业非开挖工程有限公司
424,北京诺信泰伺服科技有限公司
425,北京中耐科技股份有限公司
426,北京智乐活科技有限公司
427,北京骐晨科技有限公司
428,北京普扬科技有限公司
429,北京中交国通智能交通系统技术有限公司
430,北京路德科技有限公司
431,博德生物技术（北京）有限公司
432,北京车晓科技有限公司
433,中建二局安装工程有限公司
434,人民金服金融信息服务（北京）有限公司
435,中军联合（北京）认证有限公司
436,北京吖扑信息科技有限公司
437,爱迪森（北京）生物科技有限公司
438,中电保力（北京）科技有限公司
439,北京杰华生物技术有限责任公司
440,北京米文动力科技有限公司
441,北京心流慧估科技有限公司
442,小付钱包技术（北京）有限公司
443,北京拜波赫光电科技有限公司
444,北京鹤来科技有限公司
445,北京佰荣泰华生物医药科技有限公司
446,北京欣卓越技术开发有限责任公司
447,北京艾德莱生物科技有限公司
448,北京和利康源医疗科技有限公司
449,北京艾默格信息技术有限公司
450,溪流科技（北京）有限公司
451,北京群力天成网络技术有限公司
452,北京隆腾加禾科技发展有限公司
453,新奥特（北京）视频技术有限公司
454,北京津发科技股份有限公司
455,北京星空飞行教育科技有限公司
456,北京首钢朗泽新能源科技有限公司
457,北京谋士网络科技有限公司
458,北京中科乾和环保科技服务有限公司
459,北京华展汇元信息技术有限公司
460,北京天奥银科科技发展有限公司
461,北京现代华清材料科技发展中心
462,魔秀科技（北京）股份有限公司
463,北京亿盾互联科技有限公司
464,北京思腾合力科技有限公司
465,安捷诚栋国际集成房屋(北京)有限公司
466,北京瑞康启航科技有限公司
467,北京大益会展有限公司
468,北京新得科技有限公司
469,中大利人（北京）科技有限公司
470,奇简软件（北京）有限公司
471,北京捍岭科技有限公司
472,北京优炫轨道科技有限公司
473,北京悦纳谷教育科技有限公司
474,北京欣鼎智选教育科技有限公司
475,北京鑫锐文通科技有限公司
476,北京北科光大信息技术股份有限公司
477,北京甲板智慧科技有限公司
478,北京世特美测控技术有限公司
479,北京建筑技术发展有限责任公司
480,北京海华云拓能源研发中心有限公司
481,北京欣维尔玻璃仪器有限公司
482,北京泰文科技有限公司
483,北京飞渡科技有限公司
484,斯润天朗（北京）科技有限公司
485,天云融创数据科技（北京）有限公司
486,元宝亿家互联网信息服务（北京）有限公司
487,北京盟达鑫源科技发展有限公司
488,北京鑫厨万佳厨房设备有限公司
489,百思力认证技术(北京)有限公司
490,北京康仁堂药业有限公司
491,北京世纪旗云软件技术有限公司
492,北京汇生活网络科技有限公司
493,北京创世华信科技有限公司
494,北京安信卓越信息科技有限公司
495,北京国键兴泰家具有限公司
496,北京思瑞明创软件科技有限公司
497,北京矩阵志诚科技有限公司
498,思客云（北京）软件技术有限公司
499,北京成石创新科技有限公司
500,天马华源停车设备（北京）有限公司
501,北京鼎立安信科技有限公司
502,北京泰瑞博创科技有限公司
503,北京佰鼎聚众影视文化传媒有限公司
504,北京翰科天成信息咨询有限公司
505,北京奥德威特电力科技股份有限公司
506,捷信汇成（北京）科技有限公司
507,北京潘达互娱科技有限公司
508,中标消安（北京）科技有限公司
509,北京光徽德润航空技术有限公司
510,北京宇电科技集团有限公司
511,北京利达英杰联合技术有限公司
512,利飒科技（北京）有限公司
513,北京安贝驰科技有限公司
514,北京拓维盛通科技有限公司
515,北京八里科技有限公司
516,北京奇点机智信息技术有限公司
517,航宇伟创科技（北京）有限公司
518,北京好医生云医院管理技术有限公司
519,唐盛（北京）物联技术有限公司
520,北京福澜科技有限公司
521,北京聚光绘影科技有限公司
522,北京乐讯科技有限公司
523,北京航星瑞科科技有限公司
524,数德科技（北京）有限公司
525,北京凯丰源信息技术股份有限公司
526,北京爱徒教育科技有限公司
527,标准全视角（北京）信息技术有限责任公司
528,北京圣贤博学教育科技有限公司
529,华清慧商（北京）科技有限公司
530,北京豫湘科技有限公司
531,北京正成科技有限公司
532,北京明博菲科技有限公司
533,车主邦（北京）科技有限公司
534,北京育智兴邦教育科技有限公司
535,北京合众汇能科技有限公司
536,旭晨网络科技（北京）有限公司
537,北京企云时代科技有限公司
538,北京数集通信息技术有限公司
539,北京新锐在线科技有限公司
540,北京瀚海科技有限公司
541,北京新兴东方航空装备股份有限公司
542,国油众盈（北京）支付科技有限公司
543,北京赢和睿致科技有限责任公司
544,北京杰软科技有限公司
545,捷科（北京）系统集成有限公司
546,因索思（北京）信息技术有限公司
547,北京天创科林科技有限公司
548,北京普能国际投资有限公司
549,都市意匠城镇规划设计（北京）中心
550,北京盛昌百年石油科技有限公司
551,北京三元禾丰牧业有限公司
552,北京康得利机械设备制造有限公司
553,北京银河摩尔信息技术有限公司
554,北京阿吉比科技有限公司
555,天鼎联创密封技术（北京）有限公司
556,北京稳固得电子有限公司
557,北京生泰尔科技股份有限公司
558,北京威斯盾网络科技有限公司
559,北京单向街文化有限公司
560,北京华阳风科技有限公司
561,北京实创上地科技有限公司
562,北京时代风范旅游规划设计院有限公司
563,北京波巴布信息技术有限责任公司
564,北京富特盘式电机有限公司
565,金瑶都健康管理（北京）有限公司
566,北京大基康明医疗设备有限公司
567,鸿视线科技(北京)有限公司
568,北京中暄环境科技有限公司
569,鼎复数据科技（北京）有限公司
570,北京希尔瑞节能环保技术有限公司
571,北京长通智信科技有限公司
572,畅享无限科技（北京）有限公司
573,航天神舟智慧系统技术有限公司
574,北京峰云互娱网络技术有限公司
575,北京气象在线科技有限公司
576,北京海天瑞声科技有限公司
577,北京艾伯瑞科技有限公司
578,北京五湖科创技术检测有限公司
579,北京冠美口腔医院管理有限公司
580,北京初上科技有限公司
581,北京英集安电子技术有限公司
582,北京云联万维技术有限公司
583,北京远大康程健康科技有限公司
584,北京喜禽药业有限公司
585,北京中科普金特种材料技术发展有限公司
586,智云创新（北京）科技有限公司
587,北京东方神健医疗器械有限公司
588,博文德（北京）科技有限公司
589,北京同方卫康科技有限公司
590,北京指点互娱科技有限公司
591,北京合能阳光新能源技术有限公司
592,北京金风易通科技有限公司
593,北京新时空科技股份有限公司
594,北京平凯星辰科技发展有限公司
595,北京金凯恒通科技有限公司
596,北京至真互联网技术有限公司
597,北京中恒电国际信息技术有限公司
598,北京科来神州科技有限公司
599,中清软（北京）科技有限公司
600,中国港湾工程有限责任公司
601,北京车讯互联网股份有限公司
602,北京提塔利克科技有限公司
603,北京弘毅知行科技有限公司
604,理光软件研究所（北京）有限公司
605,北京事必达汽车有限责任公司
606,北京大观创新科技有限公司
607,妙盟（北京）科技有限公司
608,北京东方金朔信息技术有限公司
609,北京壹嘉商旅科技有限公司
610,北京宙心科技有限公司
611,北京菠萝健康科技有限责任公司
612,中交机电工程局有限公司
613,北京高德体育文化股份有限公司
614,北京北斗教仪科技有限公司
615,北京大地云游科技有限公司
616,北京明航技术研究所有限责任公司
617,北京科太亚洲生态科技股份有限公司
618,北京神州龙芯集成电路设计有限公司
619,华树诚(北京)科技有限公司
620,北京迪诺斯环保科技有限公司
621,北京合力智联科技有限公司
622,北京神州合创科技有限公司
623,建信融通有限责任公司
624,北京东太康医药科技有限公司
625,北京赛斯马特科技有限公司
626,北京立博信荣科技有限公司
627,北京正阳兴盛绿色能源科技有限公司
628,北京美添前景科技有限公司
629,北京基亚特环保科技有限公司
630,北京飞宇天空科技有限公司
631,北京能量时光教育科技有限公司
632,中咨盛裕交通设计研究有限公司
633,中公高科养护科技股份有限公司
634,北京明旸百世科技发展有限公司
635,北京科林利康医学研究有限公司
636,雷卡斯科技（北京）有限公司
637,北京华信通和技术有限公司
638,北京易德筑科技有限公司
639,北京科维森网络科技有限公司
640,北京华夏电通科技有限公司
641,中科芯电半导体科技（北京）有限公司
642,程创（北京）科技有限公司
643,北京翔仪恒昌科技有限公司
644,北京思路智园科技有限公司
645,咔咔房链（北京）科技有限公司
646,北京飞航吉达航空科技有限公司
647,北京神州互联科技股份有限公司
648,北京乐游四海网络科技有限公司
649,北京网藤科技有限公司
650,北京虹晟信息科技有限公司
651,北京精正方胜科技发展有限公司
652,创智汇德（北京）科技发展有限公司
653,北京中科晟宇科技有限公司
654,北京未来媒体科技股份有限公司
655,北京朝阳高科应用技术研究所有限公司
656,北京金科联信数据科技有限公司
657,北京星绚文化传播有限公司
658,北京希卫康康复辅具技术有限公司
659,北京亿居神州科技有限公司
660,北京科尔沁乳业有限公司
661,北京煜星科技股份有限公司
662,北京阿可科技有限公司
663,北京润和微光科技有限公司
664,中机新时代有限公司
665,北京享阅教育科技有限公司
666,中科天瑞（北京）科技有限公司
667,北京物联港科技发展有限公司
668,北京飞屋环游科技有限公司
669,东易日盛家居装饰集团股份有限公司
670,北京绿林认证有限公司
671,至德讯通（北京）科技有限公司
672,中林山水（北京）生态科技股份有限公司
673,人人助学（北京）科技有限公司
674,北京思赢科技有限公司
675,北京四方华能电气设备有限公司
676,搜辅网（北京）科技发展有限责任公司
677,北京燕山和成节能环保工程技术有限公司
678,北京瑞光极智科技有限公司
679,优势博研（北京）科技有限公司
680,农政通（北京）科技有限公司
681,北京中矿大地地球探测工程技术有限公司
682,北京珠穆朗玛新型建材有限公司
683,德美嘉（北京）科技有限公司
684,北京蜂睿信息科技有限公司
685,北京京西重工有限公司
686,北京东方捷通科技发展有限公司
687,北京大账房信息技术有限公司
688,北京繁石简作科技有限公司
689,北京启梦时代科技有限公司
690,北京嘉图智峰科技发展有限公司
691,北京华晨汇宏生物技术有限公司
692,北京微邦生物工程有限公司
693,盛世墨典（北京）信息技术有限公司
694,北京瑞宝利热能科技有限公司
695,北京纳诺基生物医药科技有限公司
696,北京融数沃雷特科技服务有限公司
697,北京明诚环保科技有限公司
698,北京灵铱科技有限公司
699,北京浩邈汇丰医药科技有限公司
700,北京爱生科技发展有限公司
701,圣邦微电子（北京）股份有限公司
702,北京华信泰科技股份有限公司
703,北京诚创华阳科技有限公司
704,北京鼎新创达科技有限公司
705,北京红高粱网络科技有限公司
706,北京光点图灵网络科技有限公司
707,北京汇智精英科技有限公司
708,中工国际工程股份有限公司
709,北京爱康远创医疗科技有限公司
710,北京中达瑞拓科技有限公司
711,北京兴能智能电气技术有限公司
712,北京莱伊莲生物科技有限责任公司
713,北京经华智业教育科技有限公司
714,掌合天下（北京）信息技术有限公司
715,北京赢圣科技有限公司
716,北京奇讯医疗科技有限公司
717,北京猎鹰无人机科技有限公司
718,蜂巢搜索(北京)科技有限公司
719,拉普医疗器械（北京）有限公司
720,北京传视数码科技有限公司
721,北京亚之捷环保科技有限责任公司
722,北京恒和通达信息技术有限公司
723,北京友联华信通信技术有限公司
724,北京可为世纪软件有限公司
725,北京高能时代环境技术股份有限公司
726,北京市捷博特能源技术有限公司
727,咸亨国际应急科技研究院（北京）有限公司
728,糖友管家（北京）健康管理有限公司
729,北京思量测控设备有限公司
730,冲石通信技术（北京）有限公司
731,北京融通智慧科技有限公司
732,北京巨龟科技有限责任公司
733,欧亚绿邦（北京）科技有限公司
734,达基捷能科技（北京）有限公司
735,北京中航天诚科技有限公司
736,网帅科技（北京）有限公司
737,北京慧正通软科技有限公司
738,金手掌（北京）文化发展有限公司
739,北京一彩空间工程技术有限公司
740,北京威凯龙科技发展股份有限公司
741,北京立华莱康平台科技有限公司
742,北京我的天科技有限公司
743,北京青年聚合科技有限公司
744,奔跑蜗牛科技（北京）有限公司
745,北京磁云数字科技有限公司
746,北京伟景智能科技有限公司
747,北京奥达清环境检测有限公司
748,远影医疗信息科技（北京）有限公司
749,北京中安泰华科技有限公司
750,北京经纬中天信息技术有限公司
751,北京华展博览展览有限公司
752,北京蓝洋益海科技有限公司
753,北京纯泽科技有限公司
754,北京知天地环境科技有限公司
755,天地树强投资开发（北京）有限公司
756,中航信移动科技有限公司
757,於菟科技（北京）有限公司
758,北京阿尔法针织有限公司
759,多纳德科技（北京）有限公司
760,北京螺思科技有限公司
761,北京枫车科技有限公司
762,北京四方腾泰电力科技有限公司
763,北京信达环宇安全网络技术有限公司
764,裴氏膜业（北京）有限公司
765,北京格瑞那环能技术有限责任公司
766,北京顺景天诚科技有限公司
767,北京匠迪技术有限公司
768,北京清核朝华科技有限公司
769,北京豪思生物科技有限公司
770,中金银通信息技术有限公司
771,北京海绵城市建设工程有限公司
772,北京罗格数据科技有限公司
773,达内时代科技集团有限公司
774,北京诺兰德健康管理有限公司
775,至玥腾风科技投资集团有限公司
776,北京逸远腾龙科技有限公司
777,北京华擎变速器工程技术研究院
778,北京中禾伟业食品有限公司
779,北京华进创威电子有限公司
780,我有房科技（北京）有限公司
781,北京逐风科技有限公司
782,一康互联（北京）健康管理有限公司
783,中交隧道局电气化工程有限公司
784,华润国康（北京）医药有限公司
785,快上线（北京）科技有限公司
786,北京精波仪表有限公司
787,北京信德智图科技有限公司
788,北京爱可生信息技术股份有限公司
789,北京东方德兴科技有限公司
790,北京惠赢天下网络技术有限公司
791,北京航川科技有限公司
792,北京基恒通信股份有限公司
793,大洋天地智慧停车管理集团股份公司
794,北京掌联智控科技有限公司
795,北京中远通科技有限公司
796,北京润兴科技有限公司
797,宏远石油设备股份有限公司
798,北京华通兴远供热节能技术有限公司
799,北京威斯汀豪斯科技有限公司
800,北京海阳顺达玻璃有限公司
801,华清安泰（北京）科技股份有限公司
802,中建集成房屋有限公司
803,北京欧罗特高科电力设备有限公司
